day;timestamp;symbol;currency;price;quantity
-1;0;CROISSANTS;SEASHELLS;4322.0;8
-1;0;DJEMBES;SEASHELLS;13494.0;3
-1;0;RAINFOREST_RESIN;SEASHELLS;9992.0;8
-1;200;RAINFOREST_RESIN;SEASHELLS;10008.0;2
-1;300;KELP;SEASHELLS;2029.0;6
-1;300;SQUID_INK;SEASHELLS;1965.0;6
-1;500;JAMS;SEASHELLS;6631.0;10
-1;500;KELP;SEASHELLS;2031.0;1
-1;500;SQUID_INK;SEASHELLS;1970.0;1
-1;1000;PICNIC_BASKET1;SEASHELLS;59243.0;2
-1;1000;PICNIC_BASKET2;SEASHELLS;30509.0;7
-1;1200;DJEMBES;SEASHELLS;13494.0;1
-1;1200;VOLCANIC_ROCK;SEASHELLS;10505.0;10
-1;1300;CROISSANTS;SEASHELLS;4321.0;7
-1;1300;KELP;SEASHELLS;2031.0;2
-1;1300;SQUID_INK;SEASHELLS;1970.0;2
-1;1300;SQUID_INK;SEASHELLS;1968.0;5
-1;1400;DJEMBES;SEASHELLS;13493.0;3
-1;1400;KELP;SEASHELLS;2029.0;1
-1;1400;SQUID_INK;SEASHELLS;1969.0;1
-1;1500;KELP;SEASHELLS;2032.0;1
-1;1500;SQUID_INK;SEASHELLS;1971.0;1
-1;2000;KELP;SEASHELLS;2030.0;7
-1;2000;SQUID_INK;SEASHELLS;1972.0;7
-1;2000;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;496.0;13
-1;2000;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;496.0;1
-1;2000;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;496.0;1
-1;2000;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;264.0;13
-1;2000;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;264.0;1
-1;2000;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;264.0;1
-1;2000;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;93.0;13
-1;2000;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;93.0;1
-1;2000;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;93.0;1
-1;2000;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;993.0;13
-1;2000;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;993.0;1
-1;2000;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;993.0;1
-1;2000;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;743.0;13
-1;2000;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;743.0;1
-1;2000;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;743.0;1
-1;2400;RAINFOREST_RESIN;SEASHELLS;10008.0;9
-1;2400;SQUID_INK;SEASHELLS;1975.0;10
-1;2600;DJEMBES;SEASHELLS;13489.0;5
-1;2600;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;479.0;10
-1;2600;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;249.0;10
-1;2600;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;85.0;10
-1;2600;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;975.0;10
-1;2600;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;725.0;10
-1;2700;RAINFOREST_RESIN;SEASHELLS;9997.0;2
-1;2800;JAMS;SEASHELLS;6633.0;10
-1;2800;KELP;SEASHELLS;2033.0;1
-1;2800;VOLCANIC_ROCK;SEASHELLS;10472.0;8
-1;3100;DJEMBES;SEASHELLS;13489.0;5
-1;3100;KELP;SEASHELLS;2031.0;1
-1;3100;SQUID_INK;SEASHELLS;1972.0;1
-1;3100;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;478.0;10
-1;3100;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;478.0;9
-1;3100;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;478.0;1
-1;3100;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;248.0;10
-1;3100;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;248.0;9
-1;3100;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;248.0;1
-1;3100;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;85.0;10
-1;3100;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;85.0;9
-1;3100;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;85.0;1
-1;3100;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;973.0;10
-1;3100;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;974.0;7
-1;3100;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;973.0;9
-1;3100;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;973.0;1
-1;3100;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;724.0;10
-1;3100;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;724.0;9
-1;3100;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;724.0;1
-1;3200;JAMS;SEASHELLS;6633.0;5
-1;3300;JAMS;SEASHELLS;6633.0;8
-1;3400;RAINFOREST_RESIN;SEASHELLS;9992.0;6
-1;3500;CROISSANTS;SEASHELLS;4320.0;8
-1;3500;JAMS;SEASHELLS;6632.0;7
-1;3500;PICNIC_BASKET1;SEASHELLS;59233.0;2
-1;3500;PICNIC_BASKET2;SEASHELLS;30498.0;2
-1;3700;DJEMBES;SEASHELLS;13488.0;4
-1;3700;KELP;SEASHELLS;2033.0;1
-1;3700;SQUID_INK;SEASHELLS;1973.0;1
-1;3700;SQUID_INK;SEASHELLS;1972.0;4
-1;3800;KELP;SEASHELLS;2030.0;11
-1;3800;PICNIC_BASKET1;SEASHELLS;59232.0;1
-1;3800;PICNIC_BASKET2;SEASHELLS;30498.0;1
-1;3800;SQUID_INK;SEASHELLS;1971.0;11
-1;4000;RAINFOREST_RESIN;SEASHELLS;10003.0;9
-1;4200;KELP;SEASHELLS;2030.0;3
-1;4200;KELP;SEASHELLS;2030.0;2
