day;timestamp;symbol;currency;price;quantity
-1;0;KELP;SEASHELLS;2029.0;13
-1;0;KELP;SEASHELLS;2029.0;1
-1;0;RAINFOREST_RESIN;SEASHELLS;10004.0;1
-1;0;SQUID_INK;SEASHELLS;2006.0;13
-1;0;SQUID_INK;SEASHELLS;2006.0;1
-1;100;CROISSANTS;SEASHELLS;4304.0;6
-1;300;CROISSANTS;SEASHELLS;4305.0;6
-1;400;DJEMBES;SEASHELLS;13452.0;1
-1;400;JAMS;SEASHELLS;6671.0;9
-1;500;PICNIC_BASKET1;SEASHELLS;59304.0;6
-1;500;PICNIC_BASKET2;SEASHELLS;30623.0;6
-1;600;CROISSANTS;SEASHELLS;4305.0;8
-1;700;PICNIC_BASKET1;SEASHELLS;59304.0;2
-1;700;PICNIC_BASKET2;SEASHELLS;30626.0;2
-1;1100;RAINFOREST_RESIN;SEASHELLS;9996.0;2
-1;1200;JAMS;SEASHELLS;6674.0;6
-1;1700;KELP;SEASHELLS;2026.0;8
-1;1700;RAINFOREST_RESIN;SEASHELLS;10002.0;1
-1;1700;SQUID_INK;SEASHELLS;2009.0;8
-1;1800;JAMS;SEASHELLS;6673.0;7
-1;1800;RAINFOREST_RESIN;SEASHELLS;10002.0;1
-1;1900;KELP;SEASHELLS;2026.0;1
-1;1900;SQUID_INK;SEASHELLS;2010.0;1
-1;2000;DJEMBES;SEASHELLS;13449.0;4
-1;2000;RAINFOREST_RESIN;SEASHELLS;9998.0;1
-1;2200;CROISSANTS;SEASHELLS;4304.0;6
-1;2400;KELP;SEASHELLS;2025.0;1
-1;2400;SQUID_INK;SEASHELLS;2009.0;1
-1;2500;JAMS;SEASHELLS;6670.0;3
-1;2700;CROISSANTS;SEASHELLS;4304.0;9
-1;2900;RAINFOREST_RESIN;SEASHELLS;9996.0;1
-1;2900;RAINFOREST_RESIN;SEASHELLS;9996.0;11
-1;3000;KELP;SEASHELLS;2027.0;1
-1;3000;RAINFOREST_RESIN;SEASHELLS;10005.0;1
-1;3000;SQUID_INK;SEASHELLS;2011.0;1
-1;3100;KELP;SEASHELLS;2023.0;2
